index,q,powerloss,f,vout,iout,pa,prx,bty_temp,chnl,ce_pkg,rpp_pkg,ss_pkg,location
985,1.05,4463.46,141.95,16.46,639.48,40.75,8.61,15.74,7.4,21.0,51.31,110.46,0
986,1.66,8961.99,135.63,18.42,1824.14,17.49,8.83,27.45,7.12,74.41,33.82,114.76,0
989,1.8,9464.94,134.5,16.97,2206.66,29.87,47.27,13.39,3.53,-78.75,61.03,40.25,0
991,0.99,4556.33,133.42,17.68,2163.16,36.84,40.71,10.5,3.1,28.81,42.68,171.51,1
992,1.96,9387.17,135.01,18.66,1686.29,56.89,64.03,5.14,5.22,99.43,55.81,203.04,1
993,0.9,9230.79,141.42,15.72,75.76,52.41,2.34,31.09,6.14,73.24,25.57,164.38,1
994,1.06,6.69,135.3,15.14,877.47,26.36,18.78,49.13,1.07,105.51,47.09,176.99,0
995,0.06,7129.97,142.11,18.46,727.76,19.36,27.21,39.28,5.92,87.53,43.19,10.48,1
997,1.76,971.9,134.02,16.17,1547.56,19.73,45.17,42.44,7.26,-37.35,15.82,33.01,1
998,0.43,3316.41,136.42,18.18,1369.08,31.92,57.76,35.57,2.82,-111.07,10.87,77.35,1
999,1.13,313.81,137.1,18.18,343.91,10.8,40.8,35.83,7.59,-55.15,36.05,188.19,0
1001,0.74,7931.85,134.21,16.44,591.0,54.54,62.44,16.52,5.36,-84.29,22.23,201.43,0
1002,0.0,2050.84,130.95,17.02,512.62,21.28,59.72,0.96,7.78,19.87,55.36,182.13,0
1003,0.94,5474.71,144.25,15.55,1584.25,48.4,64.46,48.58,7.53,14.83,62.58,90.73,0
1004,0.13,4461.27,142.01,18.47,1709.68,12.87,58.99,27.08,3.27,-63.07,31.76,39.96,1
1005,1.57,4085.5,133.64,16.16,2223.38,9.99,46.98,17.29,5.4,-25.52,52.86,216.14,1
1006,0.44,8758.53,142.8,17.4,119.73,50.91,32.23,39.93,4.94,-115.75,19.8,0.5,0
1007,1.62,8493.01,134.22,15.43,631.14,20.32,35.55,47.05,6.36,103.87,44.08,217.2,1
1008,0.04,5031.59,137.71,18.33,2254.59,48.95,15.06,41.78,0.93,76.98,58.06,11.45,1
1009,1.81,6949.25,136.25,16.54,2215.51,10.23,46.79,12.6,3.13,112.23,17.3,23.73,1
1010,1.0,9699.75,135.58,16.91,523.66,13.35,11.48,22.8,3.55,126.48,16.62,66.03,0
1011,0.56,8034.15,131.35,17.68,2015.66,16.5,31.54,43.79,6.11,-48.43,48.29,215.27,1
1012,1.09,8030.27,139.15,17.1,243.71,3.24,36.53,20.75,2.57,-20.99,16.63,182.41,0
1013,1.6,6332.32,136.71,18.62,1778.56,60.61,56.53,4.68,0.02,-13.8,64.42,69.77,0
1014,0.88,4290.73,138.96,15.13,2422.81,10.87,11.75,17.03,1.01,-101.63,17.82,155.96,0
1015,1.8,5081.92,145.19,15.7,970.88,22.28,57.23,39.18,1.75,-38.69,32.54,164.91,0
1018,1.83,2258.53,138.35,18.47,839.93,18.29,62.21,22.32,4.39,78.57,36.42,203.89,1
1019,1.52,9692.1,143.35,18.01,842.69,26.35,53.43,44.65,4.49,-26.46,27.65,135.5,1
1020,0.39,2930.46,145.6,17.0,1880.62,0.16,60.81,28.42,1.68,-8.55,6.47,240.5,0
1021,0.61,3455.82,132.58,18.65,1875.0,39.54,27.1,18.61,1.06,-107.3,54.98,158.83,0
1022,1.54,1337.34,141.47,18.1,1213.49,24.11,6.22,19.19,5.35,97.31,55.6,211.3,0
1023,1.11,7863.26,143.83,18.45,724.07,63.3,2.26,0.45,0.12,99.57,49.01,59.07,1
1024,1.36,5130.9,133.49,15.48,1301.11,27.78,52.19,21.41,7.45,56.26,53.32,230.92,0
1025,1.46,6986.36,142.85,18.96,803.0,28.66,48.22,22.16,0.85,-66.65,53.0,47.71,0
1027,0.58,4574.02,135.92,16.6,1861.69,4.64,63.66,29.39,4.68,-118.27,45.45,212.44,1
1028,1.17,303.62,134.04,17.65,1412.36,17.91,0.07,44.65,5.87,11.98,19.89,13.93,1
1029,1.24,2859.32,143.02,16.36,1587.98,30.01,52.08,25.99,4.58,-100.88,31.39,233.2,0
1030,1.79,7705.25,144.57,17.18,2104.75,56.16,6.53,5.35,2.08,-6.99,17.42,44.44,0
1031,1.45,7497.48,142.12,15.25,1363.83,34.13,42.46,21.31,1.75,62.36,16.12,174.19,1
1032,1.9,7135.28,143.12,15.9,1137.49,47.85,21.23,9.42,5.45,-52.02,0.41,47.72,1
1033,1.95,4254.17,137.75,18.3,1446.29,58.15,61.83,30.09,3.5,-72.63,7.57,42.36,0
1035,0.97,6543.55,131.11,18.13,1088.81,48.12,45.19,39.38,1.71,32.89,23.01,140.91,1
1036,1.34,9041.3,137.31,18.54,1950.81,27.73,29.7,28.46,3.05,35.73,20.83,143.9,0
1038,1.78,928.03,141.69,18.62,1948.92,33.05,34.04,37.99,0.58,-56.24,22.62,90.63,0
1039,1.5,5635.97,141.56,17.4,1180.01,58.99,54.68,13.44,7.83,110.7,42.36,87.46,0
1041,1.91,7531.96,132.55,18.64,250.19,49.73,34.64,6.53,3.73,89.18,51.95,153.45,0
1042,1.01,742.07,133.4,16.7,467.45,33.73,10.97,25.11,5.38,75.18,6.34,100.48,1
1043,0.81,9636.21,134.79,18.53,2118.34,64.18,15.07,18.91,2.5,-7.34,56.81,137.16,0
1044,1.28,6027.61,139.85,15.42,1275.37,12.52,8.45,47.18,0.57,-49.2,43.43,26.56,1
1045,0.08,9365.77,132.06,17.7,109.71,11.7,41.55,24.47,2.04,84.15,33.26,39.83,1
1046,1.37,589.4,143.31,18.58,2000.17,29.54,15.61,5.81,3.23,-125.04,34.81,228.58,1
1047,0.42,3243.29,143.18,16.1,1461.66,37.89,4.89,0.72,4.09,-93.07,63.35,82.85,0
1049,1.52,7140.46,144.76,15.95,1597.77,57.15,3.93,34.66,3.71,52.23,47.49,149.2,1
1050,1.96,2745.01,137.14,15.69,395.5,7.42,22.92,40.36,3.04,92.98,62.71,40.26,0
1051,0.71,7237.18,141.07,15.66,2311.24,44.84,56.71,41.73,7.01,-94.63,23.03,22.6,1
1052,0.03,4267.93,141.95,15.77,429.63,25.35,15.87,15.15,0.92,-40.46,59.28,126.8,1
1053,0.6,5336.55,139.21,18.03,2394.0,55.69,56.47,36.5,2.82,6.48,32.55,209.28,1
1054,1.48,1141.89,141.35,17.17,1142.57,48.81,46.25,48.12,7.12,52.28,24.13,251.88,0
1055,1.03,9251.17,133.58,18.93,998.87,17.1,10.94,46.79,6.3,-27.58,38.82,61.69,0
1056,1.5,2551.45,136.1,16.24,1114.63,64.69,16.71,48.96,6.82,-28.58,13.66,96.17,0
1057,1.09,1766.44,144.1,18.66,336.31,62.95,0.38,21.8,2.12,-101.18,47.76,254.98,0
1058,1.37,3058.98,144.08,17.08,963.34,25.22,23.96,39.79,6.42,-23.27,11.88,160.67,1
1059,0.58,4895.97,140.07,16.6,786.35,24.4,18.62,44.54,4.43,86.31,19.3,83.99,0
1060,0.02,5142.03,133.95,18.36,19.37,18.44,21.25,7.53,1.5,-100.66,48.98,129.68,0
1061,0.37,596.87,137.29,17.05,1025.56,33.88,11.82,7.29,7.42,81.2,55.01,45.68,0
1064,1.89,2651.48,136.39,16.15,691.77,28.47,28.19,15.62,5.92,113.96,17.26,19.46,0
1067,0.17,3053.53,130.31,17.61,2132.28,64.98,33.81,16.78,6.55,-17.66,17.64,158.91,1
1068,0.72,3068.02,140.31,15.94,441.72,30.44,8.27,17.9,5.23,1.75,26.78,174.63,1
1069,1.8,3116.84,141.86,17.41,2103.7,53.74,42.49,46.49,7.09,-94.32,42.59,112.92,1
1070,1.98,6334.5,140.47,18.04,36.67,31.55,28.15,18.28,3.68,30.41,12.68,145.15,0
1071,0.63,6148.19,144.97,18.07,539.88,48.15,46.55,24.96,1.14,46.69,54.56,41.44,1
1072,0.23,684.23,143.7,15.38,1888.53,44.26,60.81,26.64,4.38,-44.91,53.07,39.95,0
1074,0.91,3817.52,138.56,16.51,2498.33,54.35,36.26,4.18,3.63,64.32,42.8,125.99,1
1075,1.42,4355.6,141.0,15.34,2287.2,45.94,15.62,1.74,0.42,-60.94,61.39,100.02,0
1076,0.62,8434.88,135.17,15.8,509.53,60.81,27.58,43.2,3.16,-8.9,64.11,235.05,1
1077,1.7,1876.03,143.71,17.27,394.17,46.66,47.82,12.12,4.78,-37.51,23.4,1.44,0
1078,1.13,3933.61,142.53,18.9,318.37,41.16,38.02,5.72,1.31,-77.41,40.01,154.66,0
1079,1.09,5566.57,145.55,17.26,2333.64,30.08,25.71,34.47,0.55,24.49,45.48,73.93,1
1080,1.97,9959.98,131.02,15.7,485.15,11.56,40.27,49.9,5.76,-27.31,37.97,150.55,0
1081,1.02,2623.5,145.29,16.7,416.08,62.31,39.94,41.24,0.42,67.14,58.73,176.38,0
1082,0.22,2781.56,137.17,18.29,118.74,23.34,3.83,42.02,6.21,66.0,39.98,28.56,1
1083,0.05,3823.12,145.25,17.12,1300.42,33.44,35.69,34.53,2.56,46.75,0.91,33.14,0
1084,1.56,1995.05,145.43,16.58,2168.08,7.65,21.2,35.97,1.67,-111.69,23.69,171.07,0
1085,0.51,6775.48,141.22,15.85,1012.04,20.87,34.23,6.75,4.57,91.52,62.01,30.05,0
1086,0.88,6775.44,142.08,18.77,250.79,62.47,53.14,49.42,2.9,-47.65,55.63,31.84,1
1087,1.34,9399.88,136.4,16.71,317.62,39.53,26.19,1.64,7.94,-117.06,64.25,224.15,0
1088,0.53,3113.68,130.38,18.12,790.27,45.97,20.39,45.52,3.15,95.99,48.57,145.27,0
1089,0.67,7441.37,137.73,18.01,1824.98,60.32,13.68,7.07,6.27,-47.16,6.97,78.24,1
1090,1.87,2310.76,138.72,17.29,1020.14,28.0,7.47,40.11,0.6,-86.34,6.66,77.31,1
1092,0.99,6840.96,143.36,18.26,546.11,30.38,41.71,28.96,6.64,20.79,50.23,60.95,1
1093,0.66,6664.37,130.79,16.08,126.51,60.39,7.23,20.33,5.23,-32.04,2.94,252.28,0
1095,0.71,93.91,145.83,15.59,1800.83,50.64,31.37,13.13,3.76,67.04,43.27,234.1,0
1096,0.52,2165.36,140.94,18.44,1651.71,3.04,37.74,23.88,4.73,116.09,64.63,230.96,1
1097,0.08,226.81,136.84,18.41,428.94,62.43,40.91,4.01,7.1,123.1,30.68,94.81,0
1098,1.14,434.81,144.28,15.21,972.75,55.47,5.64,11.72,6.6,-62.19,23.47,234.88,1
1099,0.71,8175.69,139.02,16.4,2178.51,20.94,13.34,36.33,5.56,95.84,41.99,65.97,1
1100,1.0,4957.57,131.36,17.96,764.51,54.51,21.11,47.27,3.85,-73.34,60.16,185.79,0
1102,0.48,1330.57,145.28,16.84,287.4,13.64,14.89,12.39,2.02,96.03,12.06,254.65,0
1103,1.84,2881.23,144.19,18.56,359.21,59.24,37.09,14.58,7.28,58.18,11.54,203.48,1
1104,1.31,527.02,138.07,16.33,1658.1,27.83,0.58,10.84,1.82,47.84,58.1,5.68,1
1105,1.06,7415.15,139.67,16.65,594.97,5.71,63.31,25.48,4.62,23.64,50.93,60.26,1
1106,1.89,6461.05,131.18,18.75,2408.87,53.66,8.14,2.68,3.39,69.31,1.14,162.14,1
1107,0.46,9510.41,144.08,18.0,1537.89,12.42,20.5,35.77,7.9,40.28,21.05,213.81,0
1108,1.16,7660.34,140.76,17.3,21.09,42.57,34.32,49.58,4.5,3.85,39.09,59.72,0
1109,1.47,3203.77,138.1,18.01,1322.03,39.72,9.8,1.67,4.32,-14.84,62.35,237.39,1
1110,1.08,7432.73,138.49,18.19,1437.82,33.2,6.71,11.0,5.95,27.71,31.18,35.9,1
1111,0.08,7604.78,132.16,17.45,1081.09,9.19,53.46,23.6,7.88,108.72,61.54,99.54,0
1112,1.04,8142.07,134.6,18.76,926.8,23.57,1.3,21.73,1.68,4.63,53.96,168.41,1
1113,1.14,9003.17,133.73,15.05,822.44,16.35,16.38,42.08,2.85,-1.23,21.83,16.93,0
1114,1.58,8415.92,145.11,15.24,2308.99,57.83,22.24,45.55,6.74,-109.8,25.86,242.02,1
1115,0.41,1227.04,137.26,15.75,1345.16,14.37,9.93,21.54,4.65,2.87,39.18,47.68,0
1116,0.42,5563.36,136.22,15.47,1736.34,34.5,44.73,29.56,5.05,-48.98,56.36,34.39,1
1117,0.64,2079.0,141.96,16.58,1602.2,44.51,19.26,35.89,6.28,-25.91,61.94,189.69,0
1118,0.7,1869.07,136.75,15.03,532.69,35.54,40.04,29.61,5.15,-7.42,11.98,113.28,1
1119,0.5,1229.82,137.83,16.95,293.95,17.77,5.73,7.43,2.32,22.38,13.56,17.24,1
1120,1.17,4863.21,145.15,15.34,1030.3,57.76,0.97,21.87,2.78,86.29,3.68,109.23,0
1122,1.72,2747.06,144.56,16.75,2250.72,53.1,49.1,9.74,5.82,-119.42,13.22,31.1,1
1123,1.71,2428.68,137.14,18.56,2027.12,19.89,47.1,14.86,0.42,109.31,56.96,111.9,0
1124,1.48,1685.38,132.42,17.43,1100.0,50.16,58.82,20.32,6.42,63.2,49.77,163.05,0
1125,1.03,8290.96,139.14,16.75,2285.83,58.66,59.67,21.92,2.5,-60.44,39.27,235.87,0
1126,2.0,6779.28,142.78,16.06,916.88,17.27,32.93,11.55,3.92,-87.21,54.01,141.43,1
1127,1.85,9055.07,132.48,17.6,682.71,16.73,61.54,2.73,1.37,56.53,30.92,41.83,0
1128,1.94,2174.72,142.41,18.8,2496.46,1.03,38.14,20.77,2.63,-118.16,2.7,206.69,1
1129,1.77,3263.24,133.47,16.17,1732.64,33.6,29.84,26.7,0.35,-108.34,44.6,7.22,0
1130,0.96,1064.03,140.54,17.23,185.42,47.57,45.43,20.25,3.36,125.76,26.36,57.67,0
1131,0.15,7928.32,130.03,15.06,576.31,6.88,3.43,6.24,1.94,-0.06,22.76,191.36,1
1132,1.24,2792.36,132.03,16.22,344.18,27.74,2.91,19.53,0.45,37.23,15.24,1.17,0
1134,1.49,7470.03,138.58,15.39,1011.52,56.43,32.87,16.56,7.42,-19.83,37.81,101.96,0
1135,0.55,1676.65,135.94,18.54,1335.91,5.93,22.77,32.16,0.79,16.29,50.07,147.26,1
1136,0.38,6526.24,130.85,17.98,327.92,5.34,36.23,6.12,0.95,61.27,13.87,163.71,0
1137,0.17,4516.4,133.99,18.82,1556.7,29.13,8.75,11.42,3.45,70.13,7.85,239.42,1
1138,0.13,9150.15,139.88,18.56,394.67,19.93,5.08,31.17,1.09,92.47,12.22,70.74,1
1139,0.63,8638.78,130.96,16.83,1383.54,21.75,39.13,16.75,4.02,115.16,13.37,103.73,1
1141,1.67,1043.23,132.97,17.45,926.08,63.59,25.57,30.88,0.97,-12.49,51.46,130.05,0
1143,1.39,1934.15,134.66,15.55,569.89,31.46,60.01,32.47,7.62,-21.14,32.84,228.36,0
1144,1.37,2242.97,145.03,16.45,445.86,48.76,42.77,43.19,1.37,27.52,37.76,19.12,0
1145,1.44,5775.08,138.76,15.88,1306.23,55.99,29.18,27.74,2.07,101.58,21.76,59.16,1
1146,0.54,5192.47,132.38,18.03,1248.05,58.42,46.94,27.02,0.51,88.29,63.68,166.12,1
1147,1.61,7516.41,131.58,16.07,1808.08,3.14,44.02,24.66,7.48,5.45,64.0,89.39,0
1148,1.15,6211.18,139.65,15.05,204.45,0.6,3.41,44.75,6.53,-97.8,9.04,224.3,1
1150,0.78,3563.19,133.67,15.02,1411.67,7.5,49.11,25.75,3.31,-107.69,3.48,135.69,1
1151,0.42,6454.14,133.23,16.91,1428.64,4.55,5.47,48.45,3.01,45.0,19.86,9.13,0
1152,1.98,4164.4,132.55,16.86,198.92,26.82,49.28,39.87,2.61,-122.62,36.65,105.09,1
1153,0.24,3463.79,134.38,18.48,1362.67,51.77,44.89,23.01,2.96,-52.8,39.69,81.63,1
1156,0.64,7702.4,131.29,15.98,609.36,17.23,37.82,2.12,0.34,-34.82,14.03,232.05,0
1157,1.21,9620.33,141.92,15.78,1742.02,45.24,48.06,44.72,1.48,-108.51,26.81,33.73,1
1158,1.54,2470.61,137.66,18.34,1278.63,30.34,6.01,37.99,5.94,97.13,42.82,156.84,1
1159,1.9,3083.84,138.05,15.09,2003.94,11.62,53.72,30.14,7.93,-120.01,2.0,48.03,0
1160,1.87,859.5,142.3,17.5,1888.32,6.66,63.34,38.5,3.09,-25.29,57.86,120.32,0
1162,1.15,3484.78,133.11,16.81,2427.79,38.73,10.55,3.13,6.56,120.04,4.15,71.29,1
1164,0.23,4907.5,132.75,16.94,1241.67,4.81,16.75,32.37,6.56,46.12,43.76,149.07,1
1165,0.93,6291.9,139.77,17.63,2197.56,60.42,1.62,42.47,6.38,64.96,52.6,25.91,0
1168,0.03,995.05,140.92,16.35,1793.25,35.12,62.37,22.55,4.64,98.3,9.61,201.95,1
1169,0.6,1188.67,133.81,15.04,583.72,53.53,15.0,26.92,2.36,120.11,63.96,50.55,1
1171,0.34,7133.65,141.99,18.63,1042.22,45.61,1.25,8.99,7.21,105.41,9.58,29.55,0
1172,0.64,4318.9,138.06,18.53,280.47,0.17,62.44,11.24,4.86,95.25,58.94,26.79,0
1175,1.3,2076.09,135.67,15.93,610.49,56.27,9.43,32.89,1.4,-115.79,57.03,102.01,1
1177,1.35,8109.53,138.68,16.02,894.71,41.25,60.19,26.61,5.34,-8.9,14.37,182.07,1
1178,1.64,5977.12,142.1,15.28,1285.14,55.33,28.15,37.57,3.91,14.5,58.74,245.06,0
1181,0.72,5683.56,144.04,17.65,743.72,58.77,11.31,37.7,6.91,-68.96,56.8,15.51,0
1183,0.78,2270.03,136.84,18.19,1571.89,4.6,59.76,20.87,3.59,118.17,0.68,6.42,1
1184,0.33,9888.88,135.65,16.39,1238.18,13.16,62.25,39.19,4.0,111.96,10.89,235.62,1
1186,1.12,1232.55,135.55,15.47,1590.97,8.92,63.67,4.83,3.0,-103.83,61.17,202.96,0
1187,0.01,2984.26,134.19,15.15,910.22,4.42,51.29,42.22,3.21,-37.53,7.63,75.41,1
1188,0.2,1143.85,136.45,16.25,1986.94,52.59,56.94,7.48,6.04,-73.37,49.57,131.09,0
1189,0.08,6605.9,143.83,15.49,1329.11,63.25,46.38,5.52,6.35,124.11,4.58,37.97,1
1190,1.41,2416.22,144.36,16.56,109.32,33.86,34.68,27.28,5.06,-8.23,10.43,12.56,0
1191,1.44,891.49,139.89,17.35,686.59,63.98,55.97,39.61,4.8,-67.56,6.22,238.84,1
1192,0.23,1046.13,139.97,17.82,897.35,17.0,24.74,33.42,0.71,-115.03,30.7,87.66,0
1194,1.54,5995.31,141.01,18.72,1260.93,54.42,39.48,33.52,5.22,-58.9,28.57,213.67,0
1195,1.63,9843.21,133.47,16.3,2259.17,26.8,55.49,49.01,2.39,-124.95,8.75,170.02,0
1196,1.67,2808.98,135.33,15.63,1119.26,25.65,5.17,49.76,0.55,119.42,20.93,236.29,1
1197,0.36,1227.66,130.16,15.91,1175.12,43.57,53.37,23.99,4.23,-3.34,25.22,4.0,1
1198,1.09,7433.51,143.96,17.68,2470.14,28.65,33.94,31.23,2.14,-49.88,26.1,3.78,0
1199,1.66,664.97,137.29,18.86,2015.43,55.34,32.52,33.77,6.25,-72.52,32.73,197.19,0
1200,1.38,2856.13,145.02,18.6,1810.15,42.57,31.19,12.41,4.72,-21.97,18.7,252.34,0
1201,1.69,7190.71,140.31,15.24,909.42,32.39,36.41,15.0,0.4,107.87,1.99,170.11,1
1202,1.01,3738.21,144.59,17.11,238.79,58.42,50.17,22.62,6.84,-65.75,50.75,89.6,1
1203,1.32,6354.09,143.04,18.63,2063.92,7.19,2.03,45.49,8.0,-54.56,50.17,119.58,1
1204,0.46,3921.2,137.48,16.08,771.02,11.72,39.07,5.54,4.68,-21.7,20.12,128.77,0
1205,0.23,5463.77,143.35,17.69,287.76,60.17,52.02,4.26,2.92,-75.54,42.35,88.8,0
1207,1.0,3051.43,137.77,17.85,1423.64,32.34,38.89,34.19,7.78,31.82,38.42,187.69,0
1208,0.83,1306.24,131.94,18.32,1720.15,25.87,1.44,27.59,3.36,-72.76,39.32,72.28,1
1209,1.75,252.87,140.96,17.79,2079.42,31.74,45.4,3.47,3.86,-17.02,55.57,162.21,0
1210,0.34,4636.53,138.18,16.69,614.94,61.45,5.61,23.51,5.66,46.67,48.99,129.91,1
1212,1.76,6418.06,144.54,17.65,454.7,30.37,32.92,2.74,1.32,95.95,2.72,61.54,1
1213,1.56,7945.02,145.1,16.82,2144.07,24.82,61.99,10.37,3.49,46.55,37.82,240.99,1
1214,0.12,7352.74,145.41,16.52,1449.37,15.65,49.26,31.66,2.63,122.53,52.1,58.92,0
1215,1.42,2959.69,137.19,18.14,1056.77,62.96,54.63,14.55,2.32,-74.8,64.12,65.85,1
1217,0.06,4994.43,140.88,15.84,215.61,58.98,63.79,38.38,2.43,16.6,26.94,228.55,1
1218,0.96,168.95,133.65,18.16,324.75,17.13,59.53,32.18,5.49,53.4,30.95,110.23,0
1219,1.52,5093.12,140.87,16.08,411.94,4.61,44.2,39.97,6.69,37.84,44.46,19.98,1
1220,1.92,5385.43,132.77,17.67,1581.14,26.74,56.23,26.78,4.75,-58.79,4.24,163.46,1
1222,0.44,268.23,136.47,18.64,652.01,17.51,32.85,5.61,5.34,-89.72,44.04,172.72,1
1223,1.01,4109.15,145.6,18.56,160.79,6.21,63.0,15.84,1.2,84.09,43.55,11.91,1
1224,0.55,3570.28,139.49,17.5,1272.8,49.33,14.14,20.2,5.85,-36.73,30.69,243.57,0
1225,1.17,2295.75,135.69,16.08,668.32,28.47,15.54,30.92,5.51,-3.65,16.7,192.24,1
1226,1.81,9046.09,133.64,18.43,2455.95,28.41,52.95,32.88,6.06,77.76,2.35,75.81,1
1227,0.26,2144.07,130.61,17.25,2461.33,11.51,11.5,32.41,4.46,-33.46,46.88,238.62,0
1228,0.29,638.43,130.42,17.38,1637.51,31.6,49.31,38.75,4.56,-63.95,64.15,201.55,1
1229,1.61,5125.7,140.96,16.11,1246.47,21.13,1.14,29.35,1.26,17.78,40.97,202.22,0
1230,0.87,6020.51,134.39,15.96,1164.26,19.31,11.04,24.57,4.65,-66.47,13.75,63.62,1
1231,1.21,3489.48,141.03,17.56,1531.74,46.55,17.75,13.22,2.25,-15.82,57.97,151.08,0
1233,1.93,4069.88,141.81,15.93,1305.7,21.79,26.12,37.46,3.81,36.17,43.25,176.18,1
1234,1.56,8708.63,136.74,18.9,247.42,4.63,8.68,16.23,3.58,126.93,18.17,184.31,1
1235,1.86,1234.79,141.57,18.14,1509.73,17.16,20.36,39.23,6.83,-54.14,41.29,208.48,1
1236,0.39,1282.64,130.65,17.39,748.42,22.13,15.72,41.79,2.22,-72.99,20.06,98.36,1
1237,1.16,3665.65,143.19,15.93,1689.25,37.83,11.09,29.23,2.93,41.95,60.43,99.83,0
1238,0.29,1550.56,141.63,16.38,1532.46,18.03,57.66,9.28,1.37,52.97,5.56,203.82,1
1239,1.34,1866.24,136.7,15.94,719.17,60.07,2.14,34.28,2.06,-33.81,37.27,198.45,0
1240,1.75,9315.82,131.17,17.67,439.82,6.61,64.03,31.93,1.47,16.49,42.77,195.07,1
1241,0.35,9745.78,134.81,15.82,313.57,62.79,21.39,32.17,7.19,-1.55,14.46,157.57,1
1242,0.05,6852.01,132.04,16.08,1342.57,64.85,13.51,27.51,6.02,29.32,43.5,99.93,0
1243,1.89,3536.95,136.11,18.74,1533.32,49.88,39.48,49.74,2.17,-53.57,54.14,55.34,1
1244,1.63,6591.26,140.02,16.52,7.6,42.23,64.74,3.65,5.91,-95.27,26.9,223.16,1
1245,1.02,507.14,133.62,17.09,1602.02,49.0,54.42,21.09,7.26,0.07,17.63,56.78,0
1247,0.97,5508.95,135.18,18.7,1722.71,40.01,12.85,5.8,2.92,-16.75,8.86,108.85,1
1248,1.3,9562.89,132.8,16.94,490.68,37.77,20.29,20.28,1.98,-106.71,21.47,117.07,0
1249,1.72,4856.09,134.14,15.48,1192.36,52.99,0.74,12.8,3.64,11.31,55.56,103.79,0
1250,1.66,475.59,136.54,18.33,2393.52,55.16,46.25,13.97,1.75,-124.87,44.2,34.29,1
1251,1.04,3032.16,137.14,18.51,2248.79,4.05,12.42,13.07,4.57,127.18,1.01,139.43,1
1252,1.26,8492.27,139.33,15.37,204.84,3.14,58.56,0.02,1.32,46.91,58.59,21.73,1
1253,1.53,2421.48,131.19,15.91,1735.61,12.34,22.9,33.28,0.96,-77.68,9.88,114.89,0
1254,1.94,1561.41,132.86,16.83,2030.7,37.16,15.13,7.36,7.14,-38.51,36.02,86.14,1
1255,1.56,926.06,142.61,15.74,1408.23,38.1,55.8,38.11,5.83,-32.12,31.99,2.22,1
1257,1.29,4773.58,130.02,15.37,1669.21,53.77,48.32,46.9,5.2,-21.3,58.48,114.08,0
1258,0.42,6167.38,138.51,17.77,1089.42,0.6,43.77,14.46,4.99,106.34,54.83,44.07,1
1259,0.4,6225.83,140.1,18.77,2062.03,23.19,28.8,31.3,1.2,99.69,7.1,70.83,1
1260,1.55,5731.27,136.3,16.33,1085.86,38.81,34.57,21.4,1.81,-93.98,28.31,112.38,0
1261,0.8,6715.06,138.96,15.71,1249.64,35.75,62.55,43.44,5.64,112.37,11.26,71.72,1
1262,1.67,8310.78,136.01,17.73,1756.75,25.68,5.07,46.58,5.21,-83.95,20.09,103.38,0
1263,0.52,6372.15,138.7,16.64,1625.04,64.05,56.73,1.12,0.42,22.41,52.96,222.64,0
1264,0.42,7716.6,143.93,17.4,1122.89,12.31,62.17,33.11,1.8,12.66,46.74,20.57,0
1265,0.13,5368.72,132.45,15.35,351.64,57.8,40.25,8.31,2.26,-37.42,39.53,158.33,1
1267,1.03,6052.88,131.79,17.58,858.61,19.45,25.0,19.09,4.17,51.86,40.63,180.33,0
1268,0.72,6402.37,136.25,15.68,2260.52,64.46,32.56,16.9,0.75,-29.9,16.4,24.86,0
1269,0.1,4097.25,130.71,17.37,607.35,28.71,50.68,19.22,2.42,95.2,53.91,165.63,1
1270,1.88,4238.2,133.81,18.9,1131.79,49.21,54.6,26.78,6.73,-82.7,50.42,81.82,1
1271,1.38,3643.84,136.03,15.63,339.67,60.17,32.51,48.5,1.34,57.02,25.39,205.37,1
1272,0.56,3775.92,142.99,16.66,1498.39,40.49,59.59,7.33,0.28,87.66,20.63,112.16,0
1274,0.35,4132.15,134.94,15.92,819.95,8.05,54.69,0.41,5.62,69.32,23.98,17.9,1
1275,0.9,5388.44,144.4,16.54,449.49,10.43,23.83,23.85,0.03,-25.57,24.21,55.9,0
1278,0.89,2132.67,134.67,18.87,749.82,27.3,33.94,18.81,7.86,-74.2,40.03,14.56,1
1280,1.43,9538.84,141.15,17.45,761.77,50.46,48.43,34.24,7.52,68.46,33.67,164.53,1
1281,1.23,8551.07,136.75,16.88,444.82,63.51,50.2,11.69,0.6,34.25,12.7,193.59,0
1282,0.38,67.74,142.93,18.24,1751.3,3.54,16.83,35.9,7.28,112.21,16.47,86.9,1
1283,1.76,6886.62,139.64,17.15,615.71,59.43,44.23,36.49,3.29,-20.75,45.61,142.75,0
1284,0.35,7062.54,134.8,16.24,1352.52,2.62,20.11,23.75,7.75,35.16,54.78,202.98,0
1285,0.22,4164.88,131.57,15.62,242.82,60.7,36.0,40.35,0.47,119.48,24.05,194.91,0
1286,1.18,2113.87,143.39,18.01,2460.26,41.34,21.77,40.49,3.76,13.26,58.93,18.59,0
1287,1.27,4186.72,138.8,18.03,2292.42,35.42,23.14,26.42,5.56,-41.84,25.15,34.46,1
1288,1.77,9486.7,140.55,18.67,2151.17,26.95,29.23,26.25,2.31,-75.56,57.92,67.45,0
1289,1.79,6682.33,145.29,16.09,1847.28,7.91,54.15,46.57,2.17,44.16,45.34,149.71,1
