index,q/qm,ploss,fre,vpa,papower,ch,ce,rppower,ss,label
1145,146.91,6847.7,140.06,331866.23,21491.41,7.98,36.21,56932.1,115.99,0
1146,54.57,-6823.82,130.06,22129.99,36974.6,7.26,-44.03,11721.06,207.34,0
1147,8.94,-531.29,131.4,99425.2,6093.21,2.66,62.84,26523.82,151.55,1
1148,89.46,-2313.04,141.06,69416.15,6997.66,4.33,-98.36,63374.16,37.44,1
1151,50.54,-760.34,141.74,369918.87,8137.79,6.03,-44.44,4131.15,251.64,1
1153,66.25,-974.63,144.89,359516.15,32020.18,6.21,-46.44,25002.18,8.0,0
1154,100.77,-538.79,131.12,118079.8,8796.77,5.37,40.27,29757.53,123.01,0
1155,64.34,3937.61,132.69,200790.59,34546.43,0.39,58.77,45942.12,215.7,0
1156,92.61,-1950.77,134.41,11427.96,40407.75,5.06,-119.44,38447.66,251.98,0
1157,196.86,-2967.54,143.44,272222.03,8747.35,2.59,-1.3,18866.48,231.8,1
1158,14.82,6003.94,141.0,99381.6,22798.24,5.38,-90.86,31876.48,155.75,1
1159,80.88,3055.21,142.37,25376.61,53604.92,3.25,-57.78,1220.69,70.9,0
1161,172.23,9185.68,134.27,135440.62,61008.67,4.66,95.02,27497.71,49.82,1
1162,20.04,4116.3,142.09,205127.4,32862.94,5.6,-82.43,40844.46,99.45,0
1164,54.71,4220.0,139.07,60603.94,56386.02,7.84,-26.64,53720.31,218.94,1
1165,154.72,4722.6,135.11,143674.26,46260.29,7.41,-98.85,33527.1,146.31,0
1166,15.91,-6093.09,144.07,199673.56,53785.03,6.78,-49.57,8194.18,134.13,0
1167,65.04,199.49,136.12,284635.27,63673.97,2.41,-5.34,29954.8,63.61,0
1168,24.68,6961.84,145.36,364848.36,42892.04,7.82,-106.57,13550.99,78.65,0
1169,133.86,-3146.26,144.3,251918.56,54694.04,0.42,89.58,64565.57,17.76,0
1170,186.62,-324.45,142.25,318812.99,15800.97,3.17,-83.44,8997.22,127.06,0
1171,159.63,3665.18,130.18,145612.42,12506.98,1.58,-56.32,38657.99,166.33,0
1172,97.1,3945.48,132.45,367863.35,24213.05,0.52,5.34,36997.18,37.91,1
1173,154.9,2782.33,140.62,6214.07,46053.08,3.55,76.32,52649.68,131.14,1
1174,151.97,8583.56,134.11,4578.07,52083.56,7.79,-12.17,19586.8,22.51,0
1176,192.2,-8418.78,132.92,275315.89,1229.61,6.19,78.73,49416.91,120.69,1
1177,159.49,-9060.95,141.8,256807.28,6639.29,0.63,-74.42,4057.96,86.6,0
1179,10.02,2156.28,144.28,261234.7,32076.58,2.15,116.7,1325.92,22.41,0
1180,197.8,290.52,140.79,37847.21,2107.99,8.0,-16.96,20589.5,44.97,0
1181,67.42,-9883.89,134.92,370300.19,36888.22,6.2,-30.71,3133.73,34.79,0
1182,198.86,-1085.81,140.26,94103.25,3626.73,4.45,-63.43,47620.49,16.71,0
1183,74.23,-4627.43,133.42,266058.59,4206.05,2.22,7.22,40052.6,189.07,1
1184,28.03,-8446.03,143.76,8424.39,51936.12,0.64,100.02,61585.4,46.38,0
1186,129.14,-2817.66,130.98,54355.64,33203.28,3.23,-50.86,14910.22,41.33,0
1188,33.51,-7439.8,134.62,174015.12,48943.06,0.71,122.95,54769.8,211.44,0
1189,89.68,9893.98,136.18,157466.56,37177.84,5.98,-94.77,2018.48,226.83,1
1190,74.07,2876.46,144.82,356273.18,1385.63,7.97,-48.21,27707.69,11.72,1
1191,10.98,3983.62,134.34,236149.68,57823.59,2.2,-94.92,162.31,200.54,0
1193,5.95,6710.45,143.64,350442.6,4647.05,1.36,-87.31,9948.34,198.77,0
1194,129.19,-5865.73,134.6,115248.4,22328.55,4.59,-28.96,31993.95,148.91,1
1195,64.91,9370.48,142.64,22873.02,49764.68,4.65,112.6,11571.34,241.05,0
1196,88.75,-4766.37,136.72,226472.8,48880.69,2.63,116.99,17840.24,237.97,0
1197,74.42,895.13,131.26,153528.34,23553.51,4.59,69.07,49569.56,188.87,1
1199,177.91,-6223.68,139.8,361557.08,12862.0,2.85,30.99,31273.32,89.2,1
1200,97.84,-4597.4,134.34,294054.59,47586.34,5.89,-97.38,48990.16,180.84,1
1202,160.24,901.54,135.66,124643.78,43740.62,4.98,63.17,19438.95,231.05,1
1203,150.93,-7909.95,135.37,237387.17,13359.86,6.95,-103.15,16531.11,37.99,1
1204,138.05,8295.74,131.46,345403.07,4835.55,3.92,-18.06,63038.83,174.22,0
1205,22.12,-4806.83,142.63,84355.28,17333.84,2.46,71.58,17899.18,21.4,1
1207,14.43,3089.65,136.1,84376.94,52574.84,4.83,-11.15,595.28,32.86,0
1208,165.43,-762.84,135.12,248902.4,34094.76,2.43,7.34,31307.13,245.44,1
1210,102.42,9337.43,138.42,127988.73,51477.5,0.41,112.4,42932.55,161.18,1
1211,109.62,-7005.16,136.7,239219.04,63129.43,2.49,86.31,26076.01,25.4,0
1213,71.19,-1863.16,130.82,38505.39,8209.6,1.56,-106.66,49773.6,141.28,0
1214,112.61,9837.73,142.49,104690.68,38362.11,2.46,40.84,38724.81,94.16,1
1215,115.51,-6998.18,141.34,153755.73,59356.53,1.67,-34.98,28048.52,115.41,0
1218,198.03,9438.38,140.99,369349.03,5419.3,6.97,-122.19,39126.09,68.28,1
1219,64.76,-1068.19,136.58,295517.97,32040.94,3.37,-88.4,56616.53,51.31,1
1222,8.55,6187.69,139.16,14814.99,63772.13,7.01,72.5,61528.0,106.58,1
1223,115.86,-789.48,142.96,316489.46,10619.96,0.41,-12.0,56296.41,216.37,0
1226,161.82,6951.25,142.19,12125.14,37231.33,0.22,-83.99,24761.29,32.06,0
1227,4.42,9562.47,136.25,166780.03,2095.86,7.35,-100.58,43638.32,56.95,1
1228,102.22,-7177.29,130.51,220352.12,22004.79,5.43,-112.12,24484.36,200.39,1
1229,195.57,7718.78,145.57,208780.48,20403.99,4.37,-18.89,14912.71,200.53,1
1230,178.25,8139.26,141.15,214737.16,18097.33,1.41,-5.64,18535.19,201.23,1
1231,179.73,3177.31,134.53,140473.96,33627.29,5.42,125.12,5388.61,14.65,0
1232,110.19,9178.14,134.63,275195.78,25512.06,1.8,55.7,44213.72,233.49,0
1233,116.04,3220.65,145.48,177303.4,24395.29,4.05,-2.38,22752.41,110.13,1
1234,154.31,3808.27,136.45,231618.02,1734.53,0.74,60.67,56616.0,203.37,1
1235,72.47,-6465.83,142.74,365033.34,42370.73,3.74,116.27,5259.56,117.92,1
1236,98.4,4745.49,139.78,22084.53,59184.18,1.18,45.28,49110.31,218.97,1
1237,39.37,-2169.17,140.73,226730.91,61664.81,1.03,120.53,52649.15,236.88,0
1238,67.82,-9316.56,143.74,79176.7,38516.45,0.61,-113.83,7962.71,165.91,0
1239,47.34,92.79,134.71,13069.83,64335.56,6.34,53.66,61118.61,187.29,0
1241,0.69,-2911.69,139.89,251333.84,16263.12,1.98,118.57,56948.35,67.36,0
1243,33.92,-1600.42,137.46,251140.12,27674.83,3.6,25.57,26063.66,12.77,1
1244,15.68,-2733.67,131.55,298746.26,7897.73,5.61,66.18,45679.65,123.6,0
1245,131.34,873.18,142.9,388536.17,26300.39,4.4,16.98,1258.8,196.3,0
1246,175.66,-4271.56,145.45,200685.77,38641.18,1.66,-68.88,30999.42,67.52,1
1247,136.14,3507.91,131.78,239022.63,20402.87,0.82,43.8,64285.96,214.92,1
1248,84.57,-6750.57,130.21,240476.04,48776.64,1.41,18.19,47929.07,85.55,0
1249,65.87,-896.38,139.26,150364.42,7772.43,5.07,-40.76,5475.71,164.12,1
1251,193.02,1176.66,140.97,344673.44,27990.97,5.02,2.01,31971.3,23.57,1
1252,143.49,3847.73,143.14,354805.06,59097.92,5.59,15.89,56486.71,61.81,1
1253,106.7,9049.84,143.64,290564.66,20349.51,1.41,79.5,24904.31,44.59,0
1254,106.99,-742.18,139.48,301236.09,62882.0,2.06,84.33,60526.32,83.87,0
1255,37.05,-1945.84,138.37,110386.88,51487.48,6.42,-84.03,46463.56,121.28,1
1259,189.28,-2296.6,132.76,371090.24,5529.8,0.56,84.9,63472.88,117.86,1
1260,27.45,5843.45,131.9,379797.36,7698.19,6.51,-45.41,52506.75,235.43,0
1261,27.94,-4565.15,140.53,147108.57,19895.63,0.57,111.86,16433.44,38.36,0
1262,118.4,1425.14,132.0,203806.57,496.26,6.99,25.48,15421.23,101.56,1
1263,67.87,4019.46,130.82,180917.33,45631.06,4.37,6.74,24811.98,130.97,0
1264,149.79,5813.8,142.08,140601.54,13515.18,0.65,-32.02,52603.08,241.11,0
1266,76.12,-7946.87,140.26,13637.66,20906.85,0.4,41.99,63757.93,172.43,0
1268,52.54,-6541.93,141.4,116724.22,32169.45,2.89,-0.88,43476.41,119.87,0
1269,167.4,2983.08,142.9,83057.35,40343.42,7.44,-35.07,20840.85,197.17,1
1270,49.71,3779.67,142.07,161954.77,9565.15,3.29,111.16,16941.69,245.88,0
1271,118.65,1582.21,142.5,242132.95,13560.98,4.0,77.42,63351.72,47.19,0
1272,10.62,3186.71,139.91,383998.91,2961.78,6.37,-30.1,17888.17,200.53,0
1273,165.93,9718.11,134.37,387929.46,1853.15,2.03,-90.94,11631.8,101.58,1
1274,24.3,9342.97,132.88,119522.1,36331.11,5.42,44.23,63198.22,113.96,0
1277,124.23,8281.16,143.44,145595.54,14797.83,6.89,-53.19,43558.08,12.2,1
1278,199.74,-3421.29,135.31,149831.97,44074.67,1.69,58.89,20999.5,207.89,0
1279,23.91,-8365.12,136.02,55506.78,9434.39,6.27,122.11,51748.27,208.29,0
1280,174.22,-4351.41,145.44,76164.32,1926.94,0.38,87.61,47487.61,94.81,1
1282,159.24,8328.33,134.44,53940.2,59499.55,2.69,-21.0,13501.4,20.54,1
1283,86.92,1689.12,144.18,128218.74,3810.35,6.2,-15.29,54138.6,47.51,0
1284,34.5,7330.43,140.23,257878.01,52954.13,6.7,-15.93,50278.69,27.62,0
1285,139.48,-8348.37,139.12,333661.15,34197.67,1.67,114.15,35381.68,202.09,0
1286,187.67,-597.61,133.38,342535.12,22455.07,0.63,-21.01,49721.71,230.37,1
1287,72.99,-9353.43,140.52,14063.61,8255.21,1.36,42.27,9209.76,149.85,1
1288,10.74,2502.42,138.77,214460.78,51993.4,3.0,-90.18,57695.07,198.38,1
1289,38.56,3817.55,141.29,39618.14,41055.99,5.39,-90.98,64335.84,23.7,0
1290,26.34,-8218.0,143.8,73747.16,31557.15,4.15,9.19,58574.1,100.62,0
1291,175.92,194.66,134.41,43424.48,56198.91,2.28,-76.91,45628.03,96.33,1
1292,44.99,-1534.12,137.85,205201.42,44061.56,0.85,-63.77,47474.84,246.76,0
1294,112.57,-3974.66,145.75,96526.19,19182.84,6.33,-33.93,50618.89,42.31,1
1297,66.77,-4463.89,137.29,153177.01,47361.42,2.22,-92.32,8940.17,57.3,1
1299,124.84,3530.98,137.52,118029.99,37794.61,0.22,82.28,13374.58,92.48,1
1300,67.22,4077.13,144.09,159123.62,39925.62,2.16,-8.66,10549.92,78.21,0
1301,68.3,-6470.48,136.34,349556.28,20257.32,0.07,-81.18,15588.03,38.77,1
1302,71.11,4813.6,139.82,170678.11,24642.99,1.6,86.45,15211.34,135.31,0
1303,160.27,-6636.01,139.65,138009.57,61989.52,3.55,99.96,11540.47,151.66,1
1305,65.31,7897.16,135.62,384724.87,39332.34,4.98,105.31,27421.3,142.65,0
1307,18.17,-2118.0,130.11,102139.04,17577.43,5.27,23.59,9113.26,158.16,0
1308,184.69,8239.95,133.59,68280.45,7091.77,3.0,-54.04,28723.71,5.7,1
1309,27.13,341.58,145.9,93711.03,57678.57,3.7,-106.24,52057.53,53.95,0
1310,50.36,-3590.87,144.11,128522.83,52925.75,1.66,90.17,34966.67,189.54,1
1312,121.28,-5596.17,135.35,305635.47,49266.91,6.44,99.77,7784.84,142.22,1
1314,7.64,1994.21,136.38,384483.49,30605.76,4.03,40.96,44554.77,240.61,0
1315,80.33,-624.94,130.28,87535.2,11447.38,6.12,-0.18,3661.87,128.38,1
1316,106.57,606.53,142.57,184441.48,37943.36,3.51,98.52,50632.34,188.48,1
1317,45.82,390.15,139.71,94034.4,23615.88,1.16,-116.55,26847.7,158.03,1
1318,181.75,-1444.6,131.95,385092.53,62795.05,7.74,-34.28,17832.18,106.86,0
1319,95.52,-5135.65,145.28,348631.08,17655.25,2.04,-96.36,36122.3,206.17,1
1320,40.44,-365.62,130.39,321856.88,15555.36,0.68,-89.51,29972.41,31.78,0
1321,33.37,-2086.4,141.23,59711.81,31930.35,5.8,50.42,12393.43,0.58,0
1324,11.74,-2388.14,137.85,203852.01,4519.41,7.0,44.75,30321.65,217.19,0
1325,146.28,-6940.16,143.07,139415.92,1326.43,1.78,-8.04,12604.17,71.94,1
1326,41.33,8535.64,143.09,355361.31,58818.47,0.51,-53.64,30349.48,183.41,1
1327,120.71,8961.71,135.36,392829.05,53686.04,5.86,44.53,28197.13,187.8,0
1328,182.01,607.22,134.8,314025.97,520.85,7.98,-48.57,26473.43,144.19,0
1329,156.54,9662.62,141.99,309341.23,28104.15,4.16,-37.88,49132.71,212.51,1
1330,153.4,-3674.88,134.75,171079.0,57908.22,7.67,31.9,36287.85,102.75,1
1331,61.83,-6346.04,136.0,215174.52,17050.48,5.26,-12.54,40658.91,128.82,1
1332,193.05,-9384.26,135.28,179490.14,16889.3,3.54,-79.14,30082.76,42.73,1
1334,193.15,-4200.72,130.16,149173.92,4682.18,0.63,-31.71,12733.25,19.3,0
1335,22.66,5468.27,144.14,41045.17,39246.95,0.76,87.66,33283.67,69.98,1
1336,163.99,4504.95,134.38,2091.09,291.62,7.39,-118.33,41846.1,7.31,1
1337,33.64,1447.16,141.03,135277.65,37041.55,0.84,-121.19,49525.21,66.0,1
1338,110.4,-4913.77,144.26,3499.17,31143.56,6.81,-30.44,34738.92,17.47,1
1339,22.6,2542.52,135.06,4288.96,34959.4,6.46,-3.19,35722.44,90.56,1
1340,141.46,-6692.48,135.87,270082.01,59815.13,2.64,-36.53,11731.93,47.75,1
1341,129.29,-3565.02,142.27,132809.18,52082.54,1.9,-122.34,62742.32,101.53,1
1342,101.43,-8265.87,141.04,250241.03,25820.88,5.06,-7.67,63409.0,140.26,1
1344,160.43,8465.0,131.9,363273.59,45025.0,7.53,-28.44,45222.11,170.96,0
1345,43.5,5919.03,132.11,190635.24,33520.96,6.2,-29.68,52318.93,202.57,0
1346,55.43,4364.87,143.21,272597.84,20975.0,7.31,-40.37,34069.9,174.45,1
1347,63.68,8656.65,136.51,131832.33,38914.29,0.34,121.69,21447.09,116.73,0
1348,62.24,-4189.35,130.93,237051.7,40401.7,0.31,-96.07,2249.11,111.11,0
1351,15.12,4905.56,138.91,118490.41,61184.6,0.62,-47.76,32684.92,127.22,1
1352,50.04,-1217.24,133.56,234992.85,41163.3,7.74,-112.94,35878.81,71.68,0
1353,88.43,5880.01,134.21,29318.37,6833.29,5.92,-113.81,14550.74,61.1,1
1354,17.44,7274.05,140.14,191559.18,49448.84,7.32,125.96,31766.04,248.51,1
1355,156.16,-860.21,131.66,330776.83,31861.63,1.42,-95.89,22390.89,154.06,1
1356,45.4,-8721.97,134.48,327536.78,22244.44,2.81,-98.24,43834.13,77.94,0
1357,96.99,-3706.88,137.25,240755.16,45366.1,4.96,47.65,440.37,227.74,0
1358,181.55,3215.33,138.63,387383.08,53694.8,6.29,86.55,64178.12,131.78,1
1361,133.89,8901.39,132.31,296975.7,61984.82,7.31,76.57,41146.52,60.58,1
1362,96.05,-8980.67,137.33,391243.26,37884.28,5.86,12.16,36852.83,241.92,0
1363,6.64,-7848.41,143.14,316128.26,18681.86,1.69,-78.24,17970.24,43.0,0
1365,112.4,6087.37,137.24,127997.03,33436.61,4.42,97.97,7.05,119.57,0
1369,59.49,-641.97,133.04,210024.37,25273.69,0.47,-95.44,26550.69,26.23,1
1370,170.0,9293.53,141.78,249034.01,16321.61,5.57,-14.43,23700.25,105.7,1
1371,167.54,1207.04,132.47,34138.56,14677.24,3.36,54.22,63531.77,92.12,1
1372,120.28,-8913.38,144.75,369766.8,13294.22,5.53,17.65,12799.73,238.86,0
1373,107.6,-8274.19,144.63,315651.31,16103.25,7.93,-48.29,36604.47,128.19,0
1375,50.75,-9819.29,145.02,242196.17,26735.64,0.3,93.91,52628.26,179.01,1
1376,146.71,3447.17,141.87,70070.2,24258.55,5.97,23.62,35240.37,182.05,1
1378,158.2,-1371.82,136.85,176873.01,41964.73,7.86,-122.68,10954.2,161.04,0
1379,82.55,6564.01,143.95,122793.05,45445.3,4.97,31.69,42734.57,12.65,1
1380,139.42,8019.79,131.08,368741.77,53029.92,3.68,95.3,59431.21,10.23,0
1382,152.91,2805.45,141.81,273879.22,19087.74,6.38,111.11,60937.69,49.31,0
1384,14.92,580.8,130.72,255581.13,20588.33,1.8,-95.92,36761.09,54.26,1
1386,181.21,7595.76,142.55,313330.14,28471.43,2.74,33.77,41020.92,186.18,1
1387,51.74,289.2,135.72,47703.39,29900.08,0.36,94.37,52362.82,215.97,0
1388,141.57,9246.4,145.75,77940.12,23440.89,2.3,-37.87,56941.89,190.74,1
1389,145.1,9191.81,141.37,119235.7,41487.1,5.96,66.25,42724.28,89.63,1
1390,30.36,-494.47,132.86,87029.69,49848.27,2.46,-37.47,51440.02,58.2,1
1391,124.37,-9174.59,142.68,246589.68,6232.55,6.92,-44.99,60547.92,80.4,0
1393,132.55,1315.24,143.94,194261.89,36639.05,1.19,-40.73,5921.06,55.18,1
1394,87.61,-6479.05,130.52,313946.34,7477.98,3.97,118.79,16329.71,179.4,0
1395,126.23,6526.76,145.29,254782.72,37970.25,0.64,6.04,16396.73,160.26,1
1396,80.71,-1349.52,132.63,263329.44,49110.61,7.73,-96.34,12674.69,58.81,0
1397,178.12,-7312.52,132.35,289378.02,42980.84,2.68,-105.51,1961.67,50.6,1
1399,123.65,-8247.43,141.9,172405.13,59575.85,7.71,20.72,12265.72,5.68,1
1401,154.83,-8561.12,132.61,63477.26,45148.5,3.73,-101.91,34508.03,73.7,0
1402,32.51,-9329.35,139.34,259466.01,6951.22,4.29,-49.38,45610.05,224.78,1
1403,32.29,-1909.1,134.75,366038.41,9839.61,6.59,11.6,64007.93,134.28,0
1405,52.45,1870.23,131.61,342459.76,60863.17,2.88,-117.82,3068.49,109.66,0
1406,191.36,-4528.35,144.39,89733.86,59445.51,1.13,2.47,48139.16,76.0,1
1407,31.83,992.49,132.21,366147.64,27795.47,3.24,-35.62,59105.64,54.4,1
1408,193.36,-653.0,135.75,105075.12,57014.83,7.57,80.4,64100.84,72.07,1
1409,182.94,9208.54,130.81,387896.04,63016.53,5.42,113.99,34341.92,9.0,1
1410,148.01,9312.2,145.09,187124.6,61923.8,5.68,115.27,14751.58,162.31,1
1412,133.48,-1333.84,142.61,339663.96,19647.52,3.64,65.94,45094.52,93.43,1
1414,52.37,4046.1,134.46,302328.1,60292.21,6.38,72.47,22229.64,77.72,0
1416,21.44,8889.72,135.95,132017.24,18099.6,4.22,-105.1,53457.9,33.69,0
1417,94.51,727.63,141.75,342866.02,49368.25,6.41,34.48,41126.91,199.7,0
1418,48.93,-1130.04,137.23,231962.35,7579.95,6.67,-9.8,41197.01,96.33,1
1419,99.22,-3415.87,145.79,35630.29,43194.28,5.32,-108.54,50674.29,190.75,1
1421,171.33,445.27,130.84,65265.55,41463.29,7.3,114.51,53741.65,239.71,0
1422,73.43,-1805.84,133.77,328821.02,19377.1,4.32,50.64,14585.07,187.79,0
1424,129.56,520.03,130.79,23314.17,52200.31,7.2,-97.67,13819.78,100.44,1
1426,132.57,2982.38,138.76,243806.28,59209.19,2.7,25.49,55362.84,112.73,1
1427,96.44,-8927.9,145.84,343902.47,28273.21,5.33,-111.46,560.32,179.39,0
1428,111.8,-8098.22,130.46,278496.29,54943.38,1.01,35.86,28290.83,72.64,1
1429,2.59,5003.42,132.18,207258.39,56167.2,6.02,90.68,48028.92,42.48,1
1430,181.4,-1919.19,144.7,283237.04,15030.3,6.48,68.23,20065.84,177.79,1
1431,15.27,7470.39,137.68,295100.86,27400.51,5.4,-85.75,46226.25,144.56,0
1432,57.04,2795.43,139.76,97032.76,43477.67,2.76,-38.19,53791.67,199.44,1
1433,157.41,-2016.44,140.02,71156.83,32261.06,5.56,18.73,3107.62,37.68,0
1435,66.58,-8770.95,134.82,253850.07,64710.13,2.89,-23.31,51731.32,153.18,1
1436,26.65,4602.08,144.54,201728.13,18163.72,0.59,57.22,37096.26,194.32,0
1437,35.94,4480.84,142.79,321776.56,53746.43,7.33,-11.95,5456.2,160.09,1
1439,171.81,-9874.77,130.03,12694.92,7700.2,5.56,50.79,13631.09,192.38,1
1440,2.03,7906.55,142.26,202386.18,40281.16,3.55,31.29,23465.57,173.82,0
1442,65.68,-6803.95,143.19,96587.95,54215.37,4.76,31.54,30478.14,38.61,0
1443,152.9,-6708.66,133.1,260654.62,37420.55,2.91,87.39,63345.97,27.87,1
1444,84.32,2022.98,143.13,106956.16,54560.73,4.28,31.86,63452.33,85.01,1
1445,84.99,-9037.04,143.76,68719.42,34738.23,2.28,-72.09,42021.85,183.54,0
1446,18.71,-7522.23,135.66,24709.58,5902.28,2.43,-94.51,63126.4,203.8,1
1447,63.42,-3873.66,136.73,66648.27,28457.24,2.88,56.72,25026.66,215.08,1
1449,26.16,9919.25,141.6,177361.61,13396.68,3.32,-96.85,30282.38,230.74,0
1451,42.42,7604.13,130.04,280231.18,35960.19,7.27,-76.13,16680.02,121.15,0
1453,182.78,-542.61,144.38,183243.72,58991.44,2.74,-24.04,3524.2,166.31,1
1454,173.32,3007.47,136.18,117704.82,30563.45,4.16,-101.94,27403.45,113.61,1
1455,196.59,-718.04,136.98,302831.3,50718.16,6.06,-1.02,44286.85,47.68,0
1456,125.58,-7067.13,141.83,208377.41,30059.29,0.48,104.57,27825.26,137.89,0
1457,93.58,-5549.87,130.47,362184.8,31400.13,6.02,-27.44,54565.31,145.54,0
1458,114.21,7717.8,143.11,159977.74,8234.28,0.86,-13.93,16187.58,136.59,0
1460,20.71,2060.49,131.16,346044.23,21693.62,6.99,93.6,57796.55,217.73,0
1461,122.69,-7999.68,140.49,280533.6,14238.47,1.57,108.68,33260.66,47.15,0
1463,182.8,-5860.23,134.33,399694.7,44079.54,2.44,-49.93,31653.12,222.36,0
1464,100.51,264.91,136.73,296031.71,18281.25,4.91,17.55,25143.46,26.24,1
1466,146.43,9071.35,144.39,183265.37,20810.09,1.63,74.15,42216.0,90.73,0
1468,129.62,-6588.31,141.54,377403.39,38355.58,2.65,-73.63,61377.27,47.58,1
1469,152.3,-7038.04,135.32,233830.09,3262.2,6.29,40.33,1176.89,219.87,0
1470,107.02,4819.68,143.1,298957.57,32268.55,1.19,56.06,47349.81,33.24,1
1472,141.44,-3256.17,139.93,69810.97,59357.41,0.25,127.17,14556.17,211.54,0
1473,67.13,-8363.28,142.57,395846.2,50612.04,0.75,125.89,54240.77,204.41,0
1474,151.98,-7841.76,144.57,158465.86,39562.32,7.96,-20.15,49370.57,149.99,0
1475,104.89,7496.5,141.15,327668.55,47027.16,2.62,-25.38,58844.68,63.62,0
1477,83.85,-6421.17,143.43,281355.31,53352.31,3.16,-39.92,54519.17,57.75,1
1478,149.18,-4153.53,141.47,252900.48,33442.12,6.97,101.75,22381.04,124.0,1
1480,3.58,-6889.67,142.54,135194.05,58388.05,3.7,106.23,27396.65,244.81,1
1481,104.69,2342.05,140.16,223185.48,35512.0,4.58,-47.75,34600.28,134.78,0
1482,142.16,-6734.97,131.4,36527.83,19691.25,6.5,36.34,29288.58,118.83,1
1483,49.29,4469.52,139.61,34741.68,25980.41,2.45,-55.38,21352.51,114.19,0
1484,26.92,-6989.07,130.66,118816.78,4978.72,1.93,126.37,62357.31,6.28,0
1485,112.9,-8364.67,142.7,246515.17,46399.81,6.02,11.74,2635.73,251.29,0
1486,149.7,-4951.35,130.97,277119.49,24945.33,2.59,-36.24,42421.55,16.56,0
1488,72.14,8093.19,142.24,252998.66,4336.48,2.15,70.82,28230.04,95.38,1
1489,88.85,7507.24,133.95,277764.25,57979.2,5.72,122.36,50006.01,233.99,0
1490,180.77,2647.29,137.43,15413.6,63094.6,2.38,-45.53,35758.37,39.48,0
1491,36.84,259.61,136.91,250164.29,64258.22,7.43,-5.36,32935.57,54.05,1
1493,91.39,-6326.2,141.52,114288.13,15947.87,7.01,-75.74,56107.29,17.05,0
1496,180.21,752.07,141.4,34890.81,49292.37,3.6,104.55,41070.06,114.28,0
1497,142.92,368.18,144.48,224774.07,50492.95,1.83,-106.9,25279.21,179.02,1
1498,36.19,4019.35,137.23,58878.16,12028.58,6.05,40.81,55884.19,251.24,0
1499,27.69,-1911.97,133.13,133340.46,7174.87,3.92,90.3,33532.88,85.12,0
1500,147.09,846.42,133.05,164761.87,43519.18,7.0,66.6,39932.64,63.01,0
1501,8.7,8296.6,131.02,129168.08,3047.8,5.54,26.86,22840.63,220.92,0
1502,103.67,1651.79,139.32,118886.83,40830.06,3.54,88.71,8136.55,2.05,1
1503,30.88,-5205.24,140.95,282713.25,2707.98,4.06,-4.95,43315.16,82.11,0
1504,62.5,-4601.0,145.79,20851.28,44118.46,0.03,-70.17,45348.98,254.62,0
1505,180.52,-7965.85,144.13,371729.91,30431.72,7.68,24.67,6948.51,29.73,1
1506,143.7,821.89,145.99,1364.87,39303.09,7.7,-109.12,47376.6,111.7,0
1507,116.48,8183.45,143.24,377780.83,31614.78,1.63,-88.12,16327.26,99.13,1
1508,27.88,430.72,133.14,54081.11,5838.32,7.84,-67.64,8748.74,225.23,0
1509,133.43,-5003.23,137.25,221722.18,45311.87,2.17,40.15,698.78,81.89,0
1510,8.11,-2753.35,145.95,121293.12,8190.22,4.42,-34.62,52414.25,42.55,1
1511,46.38,-7112.15,145.57,22410.66,41328.4,6.83,0.69,50530.21,144.97,1
1514,21.97,-7613.29,134.57,345493.36,31118.42,7.14,73.61,52857.54,249.54,0
1515,145.17,-3500.95,145.02,168923.66,61484.9,1.49,-78.14,25855.26,5.27,1
1516,28.42,5799.85,134.74,198642.73,11769.93,2.74,-51.08,31520.42,189.29,0
1517,151.56,-5.84,132.03,28755.59,8756.38,7.14,-85.27,14982.22,241.27,0
1518,162.7,-8958.58,143.33,242228.94,46516.83,3.78,-93.46,18521.79,44.94,0
1519,39.27,812.23,132.08,57380.19,413.96,7.11,-19.28,53328.77,208.92,0
1521,109.18,7272.44,143.2,121987.4,17261.23,3.64,127.94,30731.21,40.43,1
1523,149.89,-7224.11,143.9,286131.19,52420.82,7.06,102.21,57347.15,155.45,1
1524,130.65,-9586.39,141.14,324796.99,12782.31,0.7,24.86,23760.4,31.24,0
1525,151.51,-7380.45,138.45,371689.81,35305.04,0.61,1.5,32361.67,3.23,0
1526,85.32,-9744.79,134.71,228164.66,50418.4,5.75,-10.25,7956.11,0.09,1
1527,59.43,5309.59,145.85,292324.05,26003.91,5.86,-51.45,1131.33,113.24,0
1528,113.07,8529.48,138.46,235280.15,17096.49,7.97,-87.33,5302.84,14.28,1
1529,38.8,18.41,134.57,275298.41,54902.42,4.66,-90.43,30710.48,196.41,0
1530,167.96,4380.95,136.84,374656.72,6266.39,0.3,2.6,56212.45,217.59,0
1531,163.34,-1143.86,144.17,348716.77,9487.88,0.51,-97.14,3644.3,83.54,0
1532,110.03,4539.57,144.98,187634.1,41727.58,2.49,115.43,18409.09,73.82,1
1533,160.59,5622.64,142.62,245662.82,22705.45,2.49,80.19,29854.13,68.87,1
1534,191.07,-3099.42,145.16,91448.83,45423.99,0.44,-79.27,10845.17,68.03,0
1535,152.78,-4841.7,140.79,87344.69,39164.1,3.31,-103.41,62265.63,34.37,1
1537,116.55,-8503.38,135.91,197546.6,7123.93,5.86,72.66,40030.98,111.69,1
